RegionID,RegionName,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022
394308,"Albany, NY",181151.4483,180187.5154,180760.9046,180747.0875,182044.5992,182837.1511,182153.0454,181555.1204,180111.2118,179223.618,178679.6552,179659.712,179267.4471,178761.6608,179491.4606,179979.5924,180855.2327,181894.7784,182250.5916,182381.482,181973.8759,181934.5944,182923.2545,182210.7767,180858.163,181390.1873,181935.9331,182948.3323,184090.5687,184358.3751,185053.3528,184592.4726,185487.1573,185764.5711,186750.6898,186240.8509,186713.4971,186896.7221,187361.2453,188194.0935,188685.3569,190663.0773,190320.7132,190116.6382,190701.8563,190908.2406,191400.8362,192264.7349,193922.4631,194644.3541,196508.743,198592.6494,200341.5361,201085.0314,200846.3049,202853.1411,202884.8464,201219.1527,201273.2161,201645.5387,202443.7219,203840.8171,204857.1236,205198.2035,206291.416,205966.9723,205577.3754,204969.0051,205313.5063,204386.3705,206334.7924,207833.6774,206789.4289,206739.9987,208094.0059,208393.626,211354.347,211789.6594,213101.5372,215360.5824,216915.5234,220114.4202,221194.3674,225046.1489,227986.9554,232084.3048,234028.9527,236767.2428,239473.8102,245676.9503,248488.1262,251104.3367,252442.3439,253952.1897,257960.7674,258454.1751,259820.9331,260708.1533,265935.1309,271281.1143,274213.3288,275870.6161,278700.2822
394309,"Albemarle, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217308.5162,219022.5853
394310,"Albert Lea, MN",93277.83084,93382.11782,93433.06669,93613.50824,94079.99756,94507.35082,94506.45731,94758.97457,94894.04661,94971.91725,95139.83796,95434.53227,96209.90749,96556.32687,96702.75247,96883.13026,97419.92202,98188.19263,98023.01834,98399.16753,98476.49446,98670.69709,99593.4898,99556.60062,99907.43578,100276.6826,100769.5866,101141.453,101688.5635,102292.1819,102449.8357,102834.0786,103246.0766,103488.2791,103932.2475,104732.1644,105486.6779,106321.6862,107098.181,107879.3464,108271.07,108799.9368,109095.2618,109470.9724,109731.4244,110007.1514,110572.9332,111197.2075,111527.9857,112371.6775,113140.9059,113771.604,114075.2181,114442.6894,114981.2972,115263.2787,115479.5107,116294.8651,116938.8884,117129.3129,117523.9939,118430.736,119152.1615,119752.0247,120487.3219,121211.187,121777.7185,122368.3974,123008.2616,123137.5685,122606.204,,119684.6479,118499.544,118743.5702,119221.967,120374.8567,120940.0554,121720.9357,121696.0778,122046.3764,122738.571,124157.4095,124789.5892,127240.411,129355.8191,130926.2844,136682.5018,138810.2914,140468.2233,141753.8862,143736.651,144684.7362,145254.5426,145243.1332,150202.8984,151067.4617,149192.6327,149851.1317,150683.4304,151790.0473,154754.0012,155524.572
394311,"Albertville, AL",100063.1963,99949.61187,100281.2032,100667.3359,101014.6932,101302.9408,101380.2092,101779.2705,102261.0068,102499.3727,102697.4714,103235.4475,103554.6687,103972.4593,104212.1973,104579.4334,104787.5521,105120.5971,105116.0668,105075.9079,105527.6301,,111355.756,111295.7517,111891.7684,112102.4614,112307.3145,112557.3124,113328.4019,114831.6139,114988.2703,114673.8552,114756.3791,114034.5289,113227.9712,113316.9465,113982.4874,114027.471,114697.8897,114362.6929,114441.3832,115438.6662,116371.9994,116259.3094,116429.6895,116976.5176,118817.0493,119433.1049,119928.1924,120594.2498,120835.4264,122264.8117,121752.0284,122014.878,121761.6727,123579.3062,124681.2776,124417.6815,124819.4715,125534.6277,126948.2378,127907.5613,129086.868,129021.5303,130076.4233,131546.552,131250.7454,130154.3082,130140.6739,132327.5689,132903.3378,133010.5063,133099.9335,132492.5355,134369.3532,137347.3225,140878.2183,143082.4283,144890.62,145818.2435,146689.8143,148161.7432,147220.1721,152743.9222,153356.8947,153661.5912,160636.9193,160996.0123,160897.0517,163096.6881,166164.4454,166970.3524,170130.9247,169668.4377,172855.3125,175620.2234,180766.4337,183487.8828,188943.9555,192650.2409,193542.3691,194866.0766,188214.101
394312,"Albuquerque, NM",178288.7234,177375.2674,177036.5781,177259.8402,177528.4902,177103.8064,177189.2707,176438.2396,176495.4881,176938.2489,178518.0597,177397.8677,176875.0321,177552.5778,177185.6968,178202.4198,178721.2322,179477.0355,180583.6573,180721.5424,179623.0992,178462.1417,177301.1453,177928.0308,179574.8097,180905.4833,183025.3286,183680.382,184413.5165,184988.6645,184902.6332,183404.7526,184152.7608,185934.3973,186267.5036,187345.918,186705.1832,187227.2501,187152.1937,189772.6943,189982.8941,190740.8826,191790.6024,191766.5968,191702.3577,191147.7647,192155.918,191705.4463,192615.7186,194657.268,196453.0625,197533.5928,198935.1581,198823.1965,196913.0377,198514.4412,198254.92,199644.4823,200226.0367,201518.6956,202701.9504,202945.1133,204330.3049,206435.5236,207294.6221,208682.491,209953.6939,210302.2755,211360.7071,210950.905,212385.0547,214553.8343,215597.6185,217273.8568,220298.2569,222526.8518,224700.8659,225392.8775,228071.5802,229749.1279,231749.9403,234074.5422,238659.9308,240733.4493,245333.2229,250100.6685,253330.537,256506.9566,263654.4119,268088.0191,272682.4989,274582.5589,276866.8787,280397.1881,284784.0887,289258.8745,294944.0802,299711.9681,305670.0069,310472.9751,313870.9153,318421.7814,316867.5574
394314,"Alexandria, LA",136965.2846,137934.9648,138224.5108,138924.4463,139543.9393,140252.3098,140961.3366,141515.8672,142138.6264,142836.1607,143380.8161,141057.1037,142012.1991,142601.4638,143572.0773,144032.7149,144924.1537,145710.6797,146465.5548,147047.9937,147671.2816,148399.0926,148810.4106,149521.6761,145784.6586,146456.7434,147178.5253,148289.6917,148923.8719,150059.5844,150794.1682,150900.271,151476.3797,151861.1524,152315.7636,148176.5609,146668.3665,147668.4137,149296.8043,151321.1929,152544.3039,154213.7034,154034.0257,154611.008,155026.9265,155280.2998,155454.0395,155813.0752,156226.6839,153324.9199,153660.0987,154046.697,154284.3918,154831.8402,155309.2628,156504.241,156888.4902,157979.9498,156128.5299,151558.2997,152008.5471,152278.176,151972.6951,151655.6395,151596.8336,152159.8102,152182.5307,151817.8886,152037.0117,149573.3474,150353.5198,149975.8707,151096.5627,149822.1501,148733.6174,149835.559,150828.1762,151409.0966,154313.7649,153301.9191,153466.1805,149945.3404,150412.4474,150367.3169,150969.848,149822.78,151515.5667,151579.0443,152498.8654,154655.6704,158091.7972,160792.1475,162881.8541,162466.7162,163737.4591,165160.7955,159706.444,160605.9712,164305.7165,167074.2187,168623.6899,171533.6103,174466.3097
394315,"Alexandria, MN",173165.9468,173998.8997,174549.4965,175105.563,176111.6825,176978.3724,177460.3447,178101.5699,178846.5864,179461.1455,179789.849,180707.8432,180997.0582,181938.0573,182849.0567,184213.4207,185031.5038,186432.7084,187564.1241,188428.7087,188804.7349,187883.4175,189206.7811,189725.0141,190633.2189,191565.5642,192584.536,193707.1965,194498.9662,195682.2688,196421.9639,197278.791,198096.6718,199161.1031,200392.1042,202087.2873,203264.7773,204397.8444,206120.0784,207445.3724,208653.8792,209776.7437,210578.6219,211422.8354,212161.7126,213254.5727,214495.5404,216065.0831,216940.1213,218745.7282,220209.036,221527.499,222544.1979,223195.8806,223514.7625,224468.7808,225438.9297,226158.1354,227153.7428,227774.9713,228713.9558,230186.942,231291.9981,232634.053,233806.1129,234713.3531,236181.3529,237171.5492,238332.9404,239108.4074,,238148.0155,238920.5435,,237380.5118,238185.4755,239987.9238,240982.1342,241986.5132,240769.4594,243694.3932,247272.3709,247394.6134,248597.4795,252223.887,253666.9435,,,,273791.6637,280074.5289,284565.3598,288580.6649,292228.2166,295701.588,299703.2903,301972.8709,305417.6983,306163.0007,308563.4141,306322.8578,310235.0433,311093.1127
394316,"Alice, TX",77895.41434,78443.89583,79207.22796,79598.3571,80347.13331,81095.20876,81352.45379,81515.05737,82082.9157,83046.37343,82743.22022,83062.23341,84858.87778,85693.59902,86066.09006,86266.5198,86560.42929,88006.40981,87927.54227,88877.20457,89608.51917,90009.68375,88214.78474,88123.5713,88397.60076,89400.89463,89997.19966,90495.13695,91378.16051,91977.42051,92306.11392,93180.30199,93083.73421,94123.80468,94513.08054,94794.26044,96184.5532,97285.5968,98180.99163,98154.24021,98266.79387,99356.00567,100284.3891,100390.6572,99950.21491,99085.23961,98407.62586,98910.14198,99371.45678,99849.84244,100908.5685,100008.4145,100771.7703,100636.1639,100574.8055,100448.3514,97493.7148,97473.1659,97362.39674,97785.91043,97580.19617,96859.93644,97742.66081,98345.27982,98292.53104,99665.68943,99903.79134,100082.7224,100408.5706,100961.2493,100538.1734,101015.5162,100960.8046,99981.75384,101065.863,101105.7884,100765.6476,101029.9182,101750.8994,100946.441,102701.4344,103780.8265,103583.5885,103811.9847,107107.3564,108014.9945,111791.8968,112894.1005,108329.7457,109441.4226,110317.6497,110637.3184,111347.5599,111447.0814,111715.6201,118043.1404,118617.8009,120593.0955,120633.9711,121772.1081,120591.9243,125348.1436,126678.433
394318,"Allentown, PA",181715.6045,181497.4944,182293.0625,182198.9796,182798.188,185247.9376,184345.182,183480.8236,182733.5874,182669.0846,182027.6898,181508.7101,181232.7459,179669.5151,181695.8383,183288.406,184558.3847,184266.686,184542.2032,184206.925,184352.3503,184172.7689,184027.8378,184193.2247,184254.3417,186010.1761,186072.5796,186846.4353,188181.1721,188815.3706,188899.7304,188966.1038,188245.0787,188155.9779,189298.2381,189184.9882,190118.1584,190916.6811,191641.2091,191966.8878,193268.1926,194189.1135,194240.4245,194844.3813,195352.4268,196607.6139,196431.1666,197614.3667,198357.3331,199977.5125,201350.3887,203098.2182,205156.2748,206109.5991,206532.8728,206814.0715,206912.2023,207717.2131,207861.7803,208020.7051,209428.7057,208449.8552,209877.8846,210356.719,212331.3682,213241.0547,212770.0955,212439.7383,212937.8893,212882.1474,213562.0514,212749.9926,215369.6092,215810.2834,217140.8653,219319.3129,220066.9333,221967.1593,224788.5279,227268.5518,230009.1669,233962.4471,237660.5976,240972.9347,243530.3907,247554.946,250818.5606,255547.6432,261931.6565,267304.861,268859.5375,272489.5195,275549.4485,276668.1071,280017.5554,282748.6595,286286.0737,289791.2533,295034.375,298977.5124,301498.6693,303941.589,305625.6105
394319,"Alma, MI",70635.36365,70597.90955,71666.23932,71416.27065,71830.39366,72320.46724,72132.65021,72823.52689,72903.96394,72734.2486,72837.03398,72755.23468,72954.19544,72919.91632,72811.48142,73208.5423,73581.78321,73987.48996,74567.1664,75527.42162,75307.17707,73971.43877,74211.11717,74374.27693,74509.01256,75061.34178,75547.21967,75919.60451,76164.82843,76930.38504,77671.90717,77981.35658,78388.51419,78990.71342,79193.80055,79927.68762,80332.81555,80942.02472,81210.23432,82239.90329,82660.42775,83061.18177,83457.40576,83527.28965,83961.49316,84296.53754,84765.30042,85163.56854,86024.60083,86687.58796,87079.16286,87434.2888,87980.38548,88916.79618,89270.99136,89344.8372,89796.87162,90633.43924,90838.06292,90880.57042,90996.23862,91100.16147,91888.00517,92220.50122,92496.03416,92744.8985,93269.64223,93986.75995,94205.35155,94743.70289,94370.18433,94637.04605,95367.41399,94828.13812,95039.40733,95352.73201,95021.32368,95736.22082,96282.93418,96946.87707,97557.19164,98116.58296,100156.281,100583.4717,103392.0213,105696.0404,107225.6716,108662.4049,110478.1786,112117.8368,113301.9428,114835.3338,115721.0686,116318.7175,116859.65,120947.5778,121790.3929,119850.5349,120599.5137,121316.8443,122036.617,124777.222,125382.8667
394320,"Alpena, MI",84654.27953,84655.82068,84971.80856,84689.63674,84910.58203,85503.08136,85143.3711,85162.96533,85320.0954,85634.33569,85953.01355,86193.88439,88367.80001,89043.69248,88498.0946,88585.47297,88943.29882,89081.47982,89021.23012,89408.44196,89809.72789,89228.89686,89849.86305,89799.9507,87900.81142,88034.42718,88542.84022,88678.0853,89143.42541,88837.01365,89490.42099,89078.07611,89482.02481,89200.02535,89506.15571,89808.75864,89722.918,90083.29401,90749.87074,91384.12496,92103.25994,92194.80834,93066.36133,93221.41872,93591.01211,93744.3124,94083.05453,94527.70707,94916.49709,95455.07559,96186.5893,96779.85056,97642.95626,98327.8826,98376.42929,98552.8373,98625.88493,99212.78775,99307.97745,99682.52113,99651.39195,99978.29052,100639.386,101028.6345,102416.5955,103105.6147,103282.4286,103424.6598,104170.0824,104361.4967,103549.9095,103841.5749,103962.7237,103775.6221,104083.7413,103881.3202,103423.205,103823.7683,104163.0278,104599.5236,105452.6995,106409.2443,108855.1357,109319.4221,112013.2748,113773.6423,115505.8379,116559.8063,118143.6231,119816.7601,121097.7886,122389.5415,123746.6666,124568.2543,125136.8455,129572.686,130473.7601,128775.9056,129264.4215,129838.7731,130911.9816,133634.0467,134400.3322
